name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
MIA'S RESTAURANT,4322 LEMMON AVE,,75219,2013-04-23,83,routine
STEEL RESTAURANT & LOUNGE,3102 OAK LAWN AVE,#100,75219,2013-04-23,85,routine
7-SEVEN BEVERAGE STORE,9500 WEBB CHAPEL RD,,75220,2013-04-23,94,routine
ALDI FOOD STORE,2926 S BUCKNER BLVD,,75227,2013-04-23,86,routine
LITTLE CAESARS,2723 S BUCKNER BLVD,100,75227,2013-04-23,96,routine
KIEST ELEMENTARY SCHOOL,2611 HEALY AVE,,75228,2013-04-23,97,routine
LANG MIDDLE SCHOOL/CAFETERIA,1678 CHENAULT ST,,75228,2013-04-23,93,routine
W . H. GASTON MIDDLE SCH,9565 MERCER ST,,75228,2013-04-23,97,routine
JACK IN THE BOX #3758,2405 ROYAL LN,,75229,2013-04-23,93,routine
SUZY DONUTS,2330 ROYAL LN,#700,75229,2013-04-23,90,routine
ENCHILADA'S,7050 GREENVILLE AVE,,75231,2013-04-23,81,routine
WALNUT GLEN CAFE/DELI,8144 WALNUT HILL LN,#B41,75231,2013-04-23,91,routine
FAMILY DOLLAR STORE OF TEXAS #8276,8550 S POLK ST,,75232,2013-04-23,89,routine
H J BCF HOUSE,6205 S RL THORNTON FRWY,,75232,2013-04-23,83,routine
SNOW CONE,8104 S POLK ST,,75232,2013-04-23,91,routine
POPEYES,3561 FOREST LN,,75234,2013-04-23,94,routine
WHITE ROCK COFFEE,1935 MEDICAL DISTRICT DR,,75235,2013-04-23,100,routine
13397 SUBWAY,1710 W MOCKINGBIRD LN,A,75235,2013-04-23,96,routine
CHARLIE'S,1820 W MOCKINGBIRD LN,#28,75235,2013-04-23,83,routine
KNIGHT ELEMENTARY,2615 ANSON AVE,,75235,2013-04-23,94,routine
OUR LADY OF PERPETUAL,7625 CORTLAND AVE,,75235,2013-04-23,90,routine
THAI 2 GO,2222 MEDICAL DISTRICT DR,,75235,2013-04-23,89,routine
WILLIAMS PREP,1750 VICEROY DR,,75235,2013-04-23,96,routine
WILLIAMS PREPARATORY SCHOOL KITCHEN,1919 BURBANK ST,,75235,2013-04-23,94,routine
DALLAS ELKS LODGE #71,8550 LULLWATER DR,,75238,2013-04-23,94,routine
ELK'S LODGE BAR #71,8550 LULLWATER DR,,75238,2013-04-23,94,routine
AMC VALLEY VIEW 16 THEATRE,2040 VALLEY VIEW MALL,#2300,75240,2013-04-23,84,routine
K J GILLIAM COLLEGIATE ACADEMY,1700 E CAMP WISDOM RD,,75241,2013-04-23,94,routine
CVS PHARMACY #5844,9390 FOREST LN,,75243,2013-04-23,94,routine
ETHIOPIAN RESTAURANT & GROCERY,9203 SKILLMAN ST,#108,75243,2013-04-23,82,routine
PRIMO BROTHERS PIZZA,9310 FOREST LN,#334,75243,2013-04-23,86,routine
THE VARSITY GRILL,9310 FOREST LN,#362,75243,2013-04-23,89,routine
GIOVANNI CAFE,1420 W MOCKINGBIRD LN,#105,75247,2013-04-23,91,routine
EMPIRE CENTRAL CAFE & GRILL,8435 N STEMMONS FRWY,101,75247,2013-04-23,82,routine
LAUREN'S CAFE 2,1111 W MOCKINGBIRD LN,150,75247,2013-04-23,87,routine
TWIN TOWER CONVENIENCE & GIFT SHOP,8585 N STEMMONS FRWY,#C-14,75247,2013-04-23,100,routine
US FOOD TRUCKS COMMISSARY,7508 AMBASSADOR ROW,,75247,2013-04-23,97,routine
MAIN STAGE LIVE BAR & VENUE,17449 PRESTON RD,,75252,2013-04-23,81,routine
PIZZA HUT,14760 PRESTON RD,,75254,2013-04-23,93,routine
MIQUEL'S CANTINA & RESTAU,214 N AKARD ST,,75201,2013-04-24,90,routine
SOL IRLANDES,1525 MAIN ST,,75201,2013-04-24,87,routine
THE EXECUTIVE SNACK SHOP,4144 N CENTRAL EXPW,#150,75204,2013-04-24,87,routine
CHARCO BROILER STEAK #2,413 W JEFFERSON BLVD,,75208,2013-04-24,90,routine
GONZALEZ RESTAURANT,367 W JEFFERSON BLVD,,75208,2013-04-24,91,routine
THE EMPORIUM-PURVEYORS OF FINE PIES,314 N BISHOP AVE,,75208,2013-04-24,90,routine
ZEN SUSHI BAR,380 W SEVENTH ST,,75208,2013-04-24,86,routine
LOVERS LANE OLIVE OIL CO,5627 W LOVERS LN,,75209,2013-04-24,94,routine
C F CARR SCHOOL,1952 BAYSIDE ST,,75212,2013-04-24,96,routine
DON PEPE'S,3616 N HAMPTON RD,,75212,2013-04-24,80,routine
MUKTA FOOD STORE,3900 N HAMPTON RD,,75212,2013-04-24,84,routine
THOMAS EDISON,2940 SINGLETON BLVD,,75212,2013-04-24,100,routine
N CUISINE SOCOLATA,1906 ABRAMS RD,,75214,2013-04-24,71,routine
ALLEN'S GROCERY,2500 LAWRENCE ST,,75215,2013-04-24,86,routine
HOUSE OF BAR-B-Q,2320 MLK BLVD,,75215,2013-04-24,63,routine
T C GROCERY STORE,5050 CROZIER ST,,75215,2013-04-24,80,routine
TOP CAT,1717 HATCHER ST,,75215,2013-04-24,80,routine
HARRY STONE ELEMENTARY,4747 VETERANS DR,,75216,2013-04-24,93,routine
O C MEXICAN FOOD,1015 E VERMONT AVE,,75216,2013-04-24,83,routine
SARAH ZUMWALT JR H S,2445 E LEDBETTER DR,,75216,2013-04-24,91,routine
GOLDEN RULE SCHOOL,10747 BRUTON RD,,75217,2013-04-24,100,routine
EL RANCHO #8 / TORTILLERIA,1515 S BUCKNER BLVD,#301,75217,2013-04-24,91,routine
EL RANCHO #8 / BAKERY,1515 S BUCKNER BLVD,#301,75217,2013-04-24,94,routine
EL RANCHO #8 MEAT & FISH,1515 S BUCKNER BLVD,#301,75217,2013-04-24,84,routine
EL RANCHO (SEAFOOD),1515 S BUCKNER BLVD,#301,75217,2013-04-24,94,routine
EL RANCHO / TAQUERIA,1515 S BUCKNER BLVD,#301,75217,2013-04-24,90,routine
JUICE BAR,1515 S BUCKNER BLVD,#301,75217,2013-04-24,84,routine
SUBWAY,3928 CEDAR SPRINGS RD,,75219,2013-04-24,97,routine
SUSHI ZUSHI,3858 OAK LAWN AVE,#145,75219,2013-04-24,86,routine
ZINI'S PIZZERIA,4001 CEDAR SPRINGS RD,#A,75219,2013-04-24,86,routine
LOS DELICIAS RESTAURANT,10817 DENTON DR,#B,75220,2013-04-24,88,routine
MCALISTER'S DELI,4235 W NORTHWEST HWY,#800,75220,2013-04-24,89,routine
REYNIER'S FRENCH BAKERY,2156 W NORTHWEST HWY,#304,75220,2013-04-24,87,follow-up
NORTHGATE HOLDINGS LLC,8687 N CENTRAL EXPW,2330,75225,2013-04-24,90,routine
LAMAR CASH & CARRY,605 FIRST AVE,,75226,2013-04-24,91,routine
"WEISS ENTERPRISES, INC",831 FOURTH ST,,75226,2013-04-24,100,routine
EDWARD TITCHES ELEMENTARY,9560 HIGHFIELD DR,,75227,2013-04-24,97,routine
BAYLES ELEMENTARY SCHOOL,2444 TELEGRAPH AVE,,75228,2013-04-24,94,routine
BELZIES BAR,10260 FERGUSON RD,,75228,2013-04-24,86,routine
BRYAN ADAMS HIGH SCHOOL,2101 MILLMAR DR,,75228,2013-04-24,91,routine
EL RANCHO #19,2550 GUS THOMASSON RD,,75228,2013-04-24,100,routine
EL RANCHO #19 BAKERY,2550 GUS THOMASSON RD,,75228,2013-04-24,97,routine
EL RANCHO #19 KITCHEN,2550 GUS THOMASSON RD,,75228,2013-04-24,87,routine
EL RANCHO #19 MEAT & SEAFOOD,2550 GUS THOMASSON RD,,75228,2013-04-24,97,routine
EL RANCHO #19 PRODUCE & JUICE STAND,2550 GUS THOMASSON RD,,75228,2013-04-24,97,routine
EL RANCHO #19 TORTILLA MAKER,2550 GUS THOMASSON RD,,75228,2013-04-24,97,routine
SUBWAY SANDWICHES,2596 GUS THOMASSON RD,,75228,2013-04-24,90,routine
WALGREENS #07783,2301 LAKELAND DR,,75228,2013-04-24,100,routine
PANDA CHINESE FOOD,2576 WALNUT HILL LN,,75229,2013-04-24,97,routine
9 ATMOSPHERES ESPRESSO,8750 N CENTRAL EXPW,,75231,2013-04-24,97,routine
BACK COUNTRY BAR B Q,6940 GREENVILLE AVE,,75231,2013-04-24,82,routine
CAFE CAELI,8210 WALNUT HILL LN,#140,75231,2013-04-24,80,routine
DOC'S FOOD STORE,10455 N CENTRAL EXPW,#103,75231,2013-04-24,94,routine
KINDRED CENTRAL DALLAS HOSPITAL,8050 MEADOW RD,,75231,2013-04-24,94,routine
NUEVO CASITA,5807 BLACKWELL ST,,75231,2013-04-24,91,routine
TOYS R US,9358 N CENTRAL EXPW,,75231,2013-04-24,100,routine
DANIEL WEBSTER ELEMENTARY,3815 S FRANKLIN AVE,,75233,2013-04-24,94,routine
HOLIDAY GARDENS,2508 FOREST LN,,75234,2013-04-24,100,routine
SONIC DRIVE IN,3555 FOREST LN,,75234,2013-04-24,97,routine
T C MARSH JR HIGH,3838 CROWN SHORE RD,,75234,2013-04-24,93,routine
THE LANDING AT SOUTHWEST AIRLINES,2702 LOVE FIELD DR,,75235,2013-04-24,81,routine
COACHES CORNER PRIVATE CLUB,7439 S WESTMORELAND RD,,75237,2013-04-24,94,routine
INDOOR SOCCER ZONE II,3254 W CAMP WISDOM RD,,75237,2013-04-24,94,routine
LONE STAR ROAD HOUSE,11277 E NORTHWEST HWY,#124,75238,2013-04-24,87,routine
OFFSHORE'S NEXT DOOR,9850 WALNUT HILL LN,305,75238,2013-04-24,91,routine
ROCKYANO'S PIZZA,9625 PLANO RD,#G,75238,2013-04-24,80,routine
UNITED ARTIST THEATRE,11801 MCCREE RD,,75238,2013-04-24,94,routine
7-ELEVEN,14300 MONTFORT DR,,75240,2013-04-24,81,routine
DUNKIN DONUTS,13535 PRESTON RD,,75240,2013-04-24,81,routine
SMITH HIGH SCHOOL,3030 STAG RD,,75241,2013-04-24,97,routine
PVC COOL SPOT,8414 PARK LN,,75243,2013-04-24,84,routine
VFW POST 3359,11421 CHAIRMAN DR,,75243,2013-04-24,80,routine
WENDY'S #1791,11772 N CENTRAL EXPW,,75243,2013-04-24,93,routine
EINSTEIN BROS BAGELS#2009,15645 COIT RD,#100,75248,2013-04-24,82,routine
POLAR CHILL,6971 ARAPAHO RD,,75248,2013-04-24,90,routine
THE AMADI,3427 TRINITY MILLS RD,#700,75250,2013-04-24,84,routine
COFFEE HOUSE CAFE,6150 FRANKFORD RD,,75252,2013-04-24,81,routine
DONALD H SHEFFIELD GR 4-6,18110 KELLY BLVD,,75252,2013-04-24,97,routine
NORMA'S CAFE,17721 DALLAS PKWY,#130,75287,2013-04-24,86,routine
RED CURRY THAI CUISINE,3628 FRANKFORD RD,#255,75287,2013-04-24,80,routine
REDROCK BAR & GRILL,18110 MIDWAY RD,#208,75287,2013-04-24,80,routine
RITZ CARLTON HOTEL - EMPLOYEE DINNING,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL - GIFT SHOP,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL - KITCHEN,2121 MCKINNEY AVE,#101,75201,2013-04-25,97,routine
RITZ CARLTON HOTEL MEETING ROOM,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL-BACK BQT KITCHEN,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL-CLUB LOUNGE,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL-FEARINGS BAR,2121 MCKINNEY AVE,#101,75201,2013-04-25,97,routine
RITZ CARLTON HOTEL-INROOM DINNING,2121 MCKINNEY AVE,#101,75201,2013-04-25,93,routine
RITZ CARLTON HOTEL-OUTDOOR BAR,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
RITZ CARLTON HOTEL-SPA,2121 MCKINNEY AVE,#101,75201,2013-04-25,100,routine
PATRON PRIME CLUB,1911 N GRIFFIN ST,,75202,2013-04-25,88,routine
CASITA LUDI,1207 N ZANG BLVD,,75203,2013-04-25,88,routine
RESTAURANT LA SABROSITA,2803 CEDAR CREST BLVD,,75203,2013-04-25,86,routine
KROGER BAKERY,4241 CAPITOL AVE,,75204,2013-04-25,94,routine
KROGER CHEESE BAR,4241 CAPITOL AVE,,75204,2013-04-25,89,routine
KROGER DELI,4241 CAPITOL AVE,,75204,2013-04-25,87,routine
KROGER GROCERY/PRODUCE,4241 CAPITOL AVE,,75204,2013-04-25,90,routine
KROGER MEAT & SEAFOOD,4241 CAPITOL AVE,,75204,2013-04-25,90,routine
KROGER SUSHI BAR,4241 CAPITOL AVE,,75204,2013-04-25,93,routine
MI TIERRITA TAQUERIA,2838 W DAVIS ST,,75211,2013-04-25,75,routine
ARCADIA ELEMENTARY SCHOOL,1300 N JUSTIN AVE,,75211,2013-04-25,93,routine
EL POLLO REGIO,2716 W DAVIS ST,,75211,2013-04-25,83,routine
JOHN NEELY BRYAN ELEM SCHOOL,2001 DEER PATH DR,,75216,2013-04-25,93,routine
OLIVER WENDELL HOLMES,2001 E KIEST BLVD,,75216,2013-04-25,94,routine
W W BUSHMAN ELEMENTARY,4200 BONNIE VIEW RD,,75216,2013-04-25,90,routine
NABEE,2053 W NORTHWEST HWY,#80,75220,2013-04-25,81,routine
DONUT PALACE,415 S CARROLL AVE,#104,75223,2013-04-25,83,routine
PEAK GRILLE,6135 LUTHER LN,,75225,2013-04-25,82,routine
DONUTS,4441 LAWNVIEW ST,#C,75227,2013-04-25,91,routine
FOREST WEST #2,8233 MILITARY PKWY,,75227,2013-04-25,91,routine
FORESTER FIELD #1 - EAST,8233 MILITARY PKWY,,75227,2013-04-25,87,routine
FORESTER FIELD #3,8233 MILITARY PKWY,,75227,2013-04-25,91,routine
FORESTER FIELD HOMESIDE,8233 MILITARY PKWY,,75227,2013-04-25,87,routine
FORMOSA EXPRESS,5405 N JIM MILLER RD,,75227,2013-04-25,92,routine
SAVE-A-LOT,2233 N PRAIRIE CREEK RD,H-10,75227,2013-04-25,97,routine
SAVE-A-LOT,2233 N PRAIRIE CREEK RD,H-10,75227,2013-04-25,97,routine
SAVE-A-LOT/MEAT,2233 N PRAIRIE CREEK RD,H-10,75227,2013-04-25,97,routine
SKYLINE HIGH SCHOOL,7777 FORNEY RD,,75227,2013-04-25,100,routine
SKYLINE STUDENT KITCHEN - CULINARY,7777 FORNEY RD,,75227,2013-04-25,100,routine
17 SCOOP,2544 GUS THOMASSON RD,,75228,2013-04-25,85,routine
STORE T-24 #3,11740 FERGUSON RD,,75228,2013-04-25,97,routine
PARK AVENUE CLUB,2443 WALNUT HILL LN,,75229,2013-04-25,89,routine
THE VELVET ELVIS,3720 WALNUT HILL LN,#117,75229,2013-04-25,97,routine
DALLAS INTERNATIONAL SCHOOL,6039 CHURCHILL WAY,,75230,2013-04-25,93,routine
7-11 #24306,6556 SKILLMAN ST,,75231,2013-04-25,90,routine
BENJAMIN FRANKLIN SCHOOL,6920 MEADOW RD,,75231,2013-04-25,93,routine
TODAY'S DISCOUNT FOOD MAR,8405 PARK LN,,75231,2013-04-25,81,routine
BIRDIE ALEXANDER ELEMENTARY,1830 GOLDWOOD DR,,75232,2013-04-25,97,routine
BRAUM'S ICE CREAM #256,3441 FOREST LN,,75234,2013-04-25,97,routine
NORTHPOINT DELI,12005 FORD RD,#170,75234,2013-04-25,80,routine
ZAKS,3010 LBJ FRWY,#250,75234,2013-04-25,96,routine
U FOOD GIU/URBAN TACO,5203 HARRY HINES BLVD,,75235,2013-04-25,82,routine
GOLDEN CORRAL,3502 W CAMP WISDOM RD,,75237,2013-04-25,87,routine
RONALD E MCNAIR ELEM SCH,3150 BAINBRIDGE AVE,,75237,2013-04-25,97,routine
E-Z TRIP FOOD STORE,9811 WALNUT HILL LN,,75238,2013-04-25,81,routine
THE REGENCY HOTEL,11350 LBJ FRWY,,75238,2013-04-25,94,routine
FLAMING CHEESE SAGANAKI GREEK,9025 FOREST LN,#101,75243,2013-04-25,82,routine
GOURMET CHINA,9025 FOREST LN,#102,75243,2013-04-25,92,routine
LA AUTENTICA LH TAQUERIA,10061 WHITEHURST DR,#101,75243,2013-04-25,87,routine
SKILLMAN WOK,9780 LBJ FRWY,#104,75243,2013-04-25,80,routine
DOUGH BRO'S ITALIAN KITCHEN,5181 KELLER SPRINGS RD,#101,75248,2013-04-25,80,routine
7-11CONVENIENCE STORE #34111,14801 COIT RD,,75248,2013-04-25,90,routine
LIBERTY BURGER,5181 KELLER SPRINGS RD,#104,75248,2013-04-25,87,routine
PRESTON TRAIL GOLF CLUB,17201 PRESTON TRAIL DR,,75248,2013-04-25,88,routine
PRESTONWOOD COUNTRY CLUB - THE CREEK,15909 PRESTON RD,,75248,2013-04-25,89,routine
A SENIOR LIVING FACILITY,7910 FRANKFORD RD,,75252,2013-04-25,94,routine
MESO MAYA RESTAURANT,11909 PRESTON RD,1426,75252,2013-04-25,82,routine
CHEVRON FOOD MART,14225 COIT RD,,75254,2013-04-25,94,routine
TAQUERIA LA SALSA VERDE (INSIDE),14225 COIT,,75254,2013-04-25,75,routine
LAUREATE PREPARATORY PRIMARY,2020 N LAMAR ST,,75202,2013-04-26,100,routine
TOWNVIEW MAGNET HIGH SCH,1201 E EIGHTH ST,,75203,2013-04-26,90,routine
BAKER'S RIBS,4844 GREENVILLE AVE,,75206,2013-04-26,83,routine
DODIE'S SEAFOOD CAFE,2129 GREENVILLE AVE,,75206,2013-04-26,83,routine
QARIAH RESTAURANT,1811 GREENVILLE AVE,145,75206,2013-04-26,88,routine
SEVAN G&G AMERICAN MEDITERRANEAN CAFE,2221 GREENVILLE AVE,,75206,2013-04-26,87,routine
CLUB U & ME,1919 RIVERFRONT BLVD,,75207,2013-04-26,80,routine
SUDIE WILLIAMS ELEMENTARY,4518 POMONA RD,,75209,2013-04-26,97,routine
EL RIO GRANDE SUPER MERCADO #3 BAKERY,2515 W JEFFERSON BLVD,#300,75211,2013-04-26,84,routine
EL RIO GRANDE SUPER MERCADO #3/FRUTERIA,2515 W JEFFERSON BLVD,#300,75211,2013-04-26,96,routine
EL RIO GRANDE SUPERMERCADO #3 KITCHEN,2515 W JEFFERSON BLVD,#300,75211,2013-04-26,82,routine
EL RIO GRANDE SUPERMERCADO #3/MEAT,2515 W JEFFERSON BLVD,#300,75211,2013-04-26,90,routine
EL RIO GRANDY SUPERMERCADO #3 GROCERY,2515 W JEFFERSON BLVD,#300,75211,2013-04-26,93,routine
ELAINE'S KITCHEN,2717 MARTIN LUTHER KING BLVD,,75215,2013-04-26,93,routine
PASTTIME TAVERN,1503 S ERVAY ST,,75215,2013-04-26,91,routine
PECAN ROOM & TAVERN,3819 MAPLE AVE,,75219,2013-04-26,87,routine
SAM HOUSTON SCHOOL,2827 THROCKMORTON ST,,75219,2013-04-26,92,routine
SUE ELLEN'S,3014 THROCKMORTON ST,,75219,2013-04-26,100,routine
SWAN CAFE,3625 N HALL ST,#111,75219,2013-04-26,91,routine
THE BRICK/JOE'S,2525 WYCLIFF AVE,#120,75219,2013-04-26,96,routine
7-11 #27372,2635 WILLOWBROOK DR,,75220,2013-04-26,90,routine
7-ELEVEN,3733 W NORTHWEST HWY,,75220,2013-04-26,84,routine
DISH PRESTON HOLLOW,8611 HILLCREST RD,#100,75225,2013-04-26,80,routine
HILTON,5954 LUTHER LN,#100,75225,2013-04-26,80,routine
PROJECT PIE,6030 LUTHER LN,#110,75225,2013-04-26,80,routine
JENAS ALLGOOD CAFE,2934 MAIN ST,,75226,2013-04-26,88,routine
LAKEWOOD ENTERTAINMENT INC DBA EXPO,3611 PARRY AVE,,75226,2013-04-26,85,routine
DOMINO'S PIZZA #6916,3312 N BUCKNER BLVD,,75228,2013-04-26,88,routine
FAMILY DOLLAR #3735,3402 N BUCKNER BLVD,,75228,2013-04-26,97,routine
FAMILY DOLLAR #4342,6110 SAMUELL BLVD,,75228,2013-04-26,94,routine
ONESIMO HERNANDEZ ELEM,5555 MAPLE AVE,,75235,2013-04-26,97,routine
EAGLE AADVANTAGE CHARTER FAST FOOD,4009 JOSEPH HARDIN DR,,75236,2013-04-26,97,routine
EAGLE ADVANTAGE CHARTER,4010 JOSEPH HARDIN DR,,75236,2013-04-26,97,routine
JR BIG BURGERS,4141 W WHEATLAND RD,,75237,2013-04-26,81,routine
VALLEY MART,8702 SPRING VALLEY RD,D,75240,2013-04-26,78,routine
FRENCH BAKERY,9560 SKILLMAN ST,#111,75243,2013-04-26,87,routine
LILLY'S CAFE,12655 N CENTRAL EXPW,#123,75243,2013-04-26,87,routine
7-ELEVEN #35414A,15707 HILLCREST RD,,75248,2013-04-26,82,routine
7-ELEVEN SKB,5365 SPRING VALLEY RD,#101,75254,2013-04-26,91,routine
EMPIRE ROCK BAR,1301 MAIN ST,LL1,75202,2013-04-27,90,routine
ZOUK NIGHT CLUB,703 MCKINNEY AVE,#107,75202,2013-04-27,89,routine
EDDIE'S BACK BAR,1112 N RIVERFRONT BLVD,,75207,2013-04-27,100,routine
MARKET HALL CONCESS AREA,2200 N STEMMONS FRWY,,75207,2013-04-27,96,routine
MARKET HALL SNACK SHOP,2200 N STEMMONS FRWY,,75207,2013-04-27,89,routine
QUICKIES,3906 MAPLE AVE,,75209,2013-04-27,93,routine
EXPOSURE,1818 STOREY LN,900,75220,2013-04-27,80,routine
NICK & SAM'S GRILL,8111 PRESTON RD,150,75225,2013-04-27,80,routine
PRINCI ITALIA,5959 ROYAL LN,#707,75225,2013-04-27,87,routine
CORNER BAKERY CAFE,11700 PRESTON RD,#880,75230,2013-04-27,83,routine
NEIGHBORHOOD SERVICES PRRESTON ROYAL,10720 PRESTON RD,1101,75230,2013-04-27,90,routine
TOMATO PIE,11661 PRESTON RD,202,75230,2013-04-27,90,routine
RESIDENCE INN/DALLAS MKT CENTER,6950 N STEMMONS FRWY,,75247,2013-04-27,94,routine
COMFORT INN & SUITES,7138 N STEMMONS FRWY,,75247,2013-04-27,93,routine
CROWN PLAZA EMPLOYEE CAFETERIA,7050 N STEMMONS FRWY,,75247,2013-04-27,100,routine
CROWN PLAZA MARKET CENTER-BAR,7050 N STEMMONS FRWY,,75247,2013-04-27,100,routine
CROWNE PLAZA DALLAS MKT CENTER KITCHEN,7050 N STEMMONS FRWY,,75247,2013-04-27,88,routine
EMPIRE CENTRAL TEXACO,8405 N STEMMONS FRWY,,75247,2013-04-27,81,routine
LA QUNITA BREAKFAST BAR,8300 JOHN W CARPENTER FRWY,,75247,2013-04-27,91,routine
PALETERIA MEXICO,327 W MOCKINGBRIRD LN,,75247,2013-04-27,91,routine
RESIDENCE INN STORE,6950 N STEMMONS FRWY,,75247,2013-04-27,100,routine
STARBUCKS COFFEE #10648,1103 W MOCKINGBIRD LN,,75247,2013-04-27,100,routine
TAQUERIA CAROLINA,3334 IRVING BLVD,,75247,2013-04-27,87,routine
DAIQUIRIS TO GO,543 S RIVERFRONT BLVD,,75207,2013-04-28,100,routine
ELMER'S #6,234 S RIVERFRONT BLVD,,75207,2013-04-28,89,routine
HOLLANDS LOUNGE,1223 S RIVERFRONT BLVD,,75207,2013-04-28,100,routine
THE COMMON TABLE,2917 FAIRMOUNT ST,,75201,2013-04-29,100,routine
MANTUS,1520 MAIN ST,#B,75201,2013-04-29,97,routine
2ND LEVEL FLOOR,1400 MAIN ST,,75202,2013-04-29,84,routine
SYNN NIGHT CLUB 3RD FLR,1217 MAIN ST,,75202,2013-04-29,94,routine
SYNN NIGHT CLUB 4TH FLOOR,1217 MAIN ST,,75202,2013-04-29,94,routine
SYNN NIGHT CLUB ROOF,1217 MAIN ST,,75202,2013-04-29,97,routine
A S JOHNSON ELEMENTARY,2020 MOUSER ST,,75203,2013-04-29,90,routine
EL PUEBLO MEXICAN RESTAURANT,525 E JEFFERSON BLVD,#A,75203,2013-04-29,76,routine
F D ROOSEVELT HIGH SCHOOL,525 BONNIE VIEW RD,,75203,2013-04-29,97,routine
VALENTINO RESTAURANT,428 E JEFFERSON BLVD,#125,75203,2013-04-29,86,follow-up
7-ELEVEN #35402,2821 S WALTON WALKER BLVD,,75211,2013-04-29,76,routine
BRAUM'S ICE CREAM #185,4303 W ILLINOIS AVE,,75211,2013-04-29,83,routine
L A STEMMONS SCHOOL,2727 KNOXVILLE ST,,75211,2013-04-29,100,routine
MOISE E MOLINA H S,2355 DUNCANVILLE RD,,75211,2013-04-29,97,routine
WIN BUFFET,3434 W ILLINOIS AVE,400,75211,2013-04-29,74,routine
FRED FLORENCE MIDDLE SCHOOL,1625 N MASTERS DR,,75216,2013-04-29,97,routine
CAN ACADEMY @ PLEASANT GROVE,1227 N MASTERS DR,,75217,2013-04-29,97,routine
FAMILY DOLLAR #2141,10121 LAKE JUNE RD,#400,75217,2013-04-29,93,routine
WALGREENS,10152 LAKE JUNE RD,,75217,2013-04-29,93,routine
D G BURNETT ELEMENTARY - AREA C,3200 KINKAID DR,#C,75220,2013-04-29,92,routine
EL EMPERADOR,10229 HARRY HINES BLVD,,75220,2013-04-29,84,routine
FRONTERA,9749 HARRY HINES BLVD,100,75220,2013-04-29,87,follow-up
7-ELEVEN CONVENIENCE STORE #25250,5550 EAST GRAND AVE,,75223,2013-04-29,87,routine
MARY BETHUNE ELM SCHOOL,2205 DUNCANVILLE RD,,75224,2013-04-29,93,routine
BLUE MESA GRILL,7700 W NORTHWEST HWY,,75225,2013-04-29,87,routine
FIESTA #57 BAKERY,2951 S BUCKNER BLVD,,75227,2013-04-29,96,routine
FIESTA #57 MEAT/GROCERY,2951 S BUCKNER BLVD,,75227,2013-04-29,94,routine
FIESTA #57 PRODUCE,2951 S BUCKNER BLVD,,75227,2013-04-29,96,routine
FIESTA #57 SEAFOOD,2951 S BUCKNER BLVD,,75227,2013-04-29,90,routine
FIESTA #57 TAQUERIA,2951 S BUCKNER BLVD,,75227,2013-04-29,93,routine
FIESTA MART #57 KIOSK,2951 S BUCKNER BLVD,,75227,2013-04-29,97,routine
CAFE MOZART,11420 EMERALD ST,#104,75229,2013-04-29,85,routine
BUY LOW II,8224 PARK LN,#140,75231,2013-04-29,88,routine
THE LITTLE MEXICO,8424 PARK LN,,75231,2013-04-29,70,routine
TOP AFRICAN POT MARKET,8224 PARK LN,#118,75231,2013-04-29,84,routine
COOPER FISH & CHICKEN LLC,3302 W CAMP WISDOM RD,,75237,2013-04-29,85,routine
WHIP N MARKET & DELI,7460 S WESTMORELAND RD,,75237,2013-04-29,93,routine
JJ'S CAFE BREAKFAST & LUNCH,10233 E NORTHWEST HWY,#434,75238,2013-04-29,72,routine
SUBWAY SANDWICHES,10233 E NORTHWEST HWY,#502A,75238,2013-04-29,85,routine
ADERRT GRILL & SALAD,13410 PRESTON RD,#J,75240,2013-04-29,81,follow-up
THAI TANEE,5635 ALPHA RD,,75240,2013-04-29,82,routine
BEST THAI DINER,9170 LBJ FRWY,,75243,2013-04-29,82,routine
HOLIDAY INN EXPRESS,9089 VANTAGE POINT DR,,75243,2013-04-29,88,routine
OUTBACK STEAKHOUSE,9049 VANTAGE POINT,,75243,2013-04-29,81,routine
7-11 #20071,5242 MEADOW CREEK DR,,75248,2013-04-29,91,routine
SAGE DINING SVC,15720 HILLCREST RD,,75248,2013-04-29,97,routine
CJ & ANN HYMAN ELEMENTARY,8441 FOXCREEK TRL,,75249,2013-04-29,94,routine
CORNER BAKERY CAFE,5225 BELTLINE RD,,75251,2013-04-29,85,routine
7-ELEVEN,1722 ROUTH ST,100,75201,2013-04-30,96,routine
CORNER BAKERY,301 N MARKET ST,#100,75201,2013-04-30,91,routine
JORGE'S TEX MEX CAFE,1722 ROUTH ST,122,75201,2013-04-30,77,routine
JOULE HOTEL - POOL BAR,1530 MAIN ST,,75201,2013-04-30,97,routine
